Student_ID,First_Name,Last_Name,Math,Physics,Chemistry,Biology,English,History,Attendance,Birth_Date
906,Fatma,Fathy,0.0,21.0,21.0,34.0,27.0,16.0,58.0,2002-02-17
724,Nour,Ali,93.0,44.0,70.0,23.0,62.0,18.0,58.0,2001-09-09
833,Khaled,Hegazy,100.0,29.0,80.0,49.0,5.0,36.0,96.0,2002-05-23
1198,Sara,Ibrahim,0.0,74.0,69.0,31.0,16.0,95.0,92.0,2003-05-22
441,Youssef,Mahmoud,98.0,16.0,31.0,57.0,19.0,53.0,61.0,2005-10-22
532,Nour,Salem,10.0,42.0,89.0,75.0,0.0,77.0,66.0,2004-01-20
227,Omar,Mahmoud,38.0,0.0,61.0,76.0,35.0,17.0,97.0,2004-01-07
229,Nour,Hegazy,48.0,94.0,42.0,3.0,79.0,14.0,0.0,2004-01-17
1093,Ahmed,Mostafa,7.0,12.0,18.0,32.0,56.0,49.0,81.0,2002-08-10
213,Youssef,Said,49.0,31.0,94.0,3.0,60.0,68.0,71.0,2004-12-05
80,Hassan,Salem,0.0,0.0,77.0,37.0,12.0,90.0,0.0,2003-12-16
149,Laila,Ibrahim,23.0,53.0,55.0,39.0,20.0,61.0,0.0,2004-05-01
650,Ahmed,Mostafa,63.0,56.0,94.0,17.0,79.0,93.0,95.0,2001-05-10
782,Fatma,Mahmoud,64.0,65.0,24.0,20.0,86.0,55.0,92.0,2002-03-12
134,Mona,Ibrahim,99.0,51.0,14.0,76.0,70.0,96.0,88.0,2002-08-06
886,Khaled,Ibrahim,7.0,11.0,57.0,6.0,84.0,37.0,61.0,2004-01-05
409,Unknown,Ali,68.0,93.0,0.0,11.0,7.0,93.0,77.0,2005-03-07
869,Laila,Ibrahim,91.0,47.0,31.0,73.0,6.0,57.0,86.0,2004-12-17
508,Ahmed,Said,88.0,12.0,66.0,75.0,20.0,23.0,54.0,2001-03-08
979,Fatma,Ibrahim,55.0,88.0,43.0,0.0,41.0,16.0,0.0,2001-03-18
505,Hassan,Ibrahim,63.0,98.0,89.0,46.0,35.0,93.0,51.0,2002-05-05
744,Omar,Hegazy,37.0,8.0,35.0,10.0,75.0,6.0,50.0,2003-03-17
348,Youssef,Tarek,29.0,85.0,19.0,26.0,56.0,36.0,51.0,2002-12-22
387,Khaled,Hegazy,29.0,58.0,91.0,12.0,11.0,1.0,72.0,2003-03-25
1,Youssef,Tarek,89.0,95.0,36.0,9.0,44.0,80.0,59.0,2002-12-07
361,Laila,Tarek,24.0,69.0,31.0,36.0,21.0,26.0,79.0,2002-12-17
1191,Mona,Tarek,100.0,89.0,97.0,20.0,72.0,80.0,85.0,2002-07-16
476,Fatma,Hegazy,13.0,58.0,2.0,86.0,98.0,81.0,71.0,2002-04-08
1099,Fatma,Hegazy,81.0,95.0,86.0,30.0,27.0,47.0,67.0,2005-08-16
835,Khaled,Hassan,86.0,37.0,78.0,42.0,37.0,37.0,71.0,2002-01-02
173,Khaled,Tarek,56.0,15.0,61.0,19.0,55.0,20.0,58.0,2005-06-01
451,Khaled,Fathy,98.0,13.0,47.0,23.0,27.0,98.0,91.0,2005-12-17
126,Laila,Mostafa,69.0,58.0,97.0,46.0,8.0,0.0,76.0,2004-06-02
847,Khaled,Mahmoud,67.0,36.0,12.0,10.0,56.0,82.0,65.0,2001-03-29
531,Youssef,Hegazy,34.0,14.0,4.0,55.0,70.0,87.0,60.0,2003-05-29
91,Omar,Hegazy,90.0,0.0,68.0,25.0,7.0,46.0,71.0,2001-09-28
182,Khaled,Hegazy,81.0,81.0,67.0,81.0,98.0,55.0,94.0,2002-10-05
725,Ahmed,Ibrahim,0.0,18.0,63.0,0.0,91.0,0.0,87.0,2001-07-01
415,Laila,Ali,32.0,33.0,49.0,49.0,14.0,57.0,59.0,2001-10-30
252,Laila,Hegazy,37.0,0.0,46.0,96.0,51.0,51.0,89.0,2004-08-31
70,Hassan,Mostafa,18.0,37.0,0.0,49.0,47.0,33.0,86.0,2002-04-07
132,Youssef,Hegazy,23.0,68.0,0.0,72.0,43.0,26.0,60.0,2002-07-11
301,Khaled,Fathy,7.0,30.0,0.0,0.0,87.0,18.0,95.0,2002-12-08
737,Mona,Ibrahim,84.0,72.0,8.0,25.0,2.0,27.0,85.0,2004-11-06
327,Ahmed,Said,32.0,46.0,81.0,0.0,19.0,0.0,84.0,2004-05-21
876,Nour,Fathy,99.0,35.0,0.0,30.0,4.0,0.0,82.0,2003-05-10
500,Omar,Mostafa,35.0,60.0,51.0,9.0,32.0,64.0,0.0,2005-06-16
732,Sara,Hegazy,54.0,99.0,7.0,93.0,74.0,82.0,54.0,2002-08-07
1023,Laila,Hassan,76.0,18.0,0.0,0.0,7.0,100.0,64.0,2002-07-29
496,Ahmed,Hassan,13.0,31.0,98.0,64.0,0.0,48.0,84.0,2005-10-09
339,Fatma,Fathy,31.0,0.0,14.0,35.0,11.0,7.0,73.0,2005-02-19
422,Ahmed,Salem,27.0,21.0,93.0,0.0,25.0,20.0,100.0,2004-12-04
165,Ahmed,Ibrahim,69.0,89.0,16.0,79.0,59.0,14.0,53.0,2004-07-30
29,Youssef,Mostafa,20.0,61.0,55.0,20.0,83.0,63.0,87.0,2001-02-28
517,Khaled,Ali,67.0,79.0,12.0,6.0,48.0,83.0,80.0,2005-09-02
194,Ahmed,Mahmoud,56.0,0.0,9.0,80.0,25.0,40.0,67.0,2005-09-11
837,Mona,Said,67.0,24.0,14.0,49.0,51.0,74.0,59.0,2004-04-16
863,Nour,Hassan,45.0,0.0,32.0,60.0,79.0,95.0,50.0,2002-10-01
170,Sara,Mostafa,55.0,27.0,44.0,66.0,50.0,69.0,50.0,2005-09-05
784,Nour,Salem,46.0,87.0,0.0,12.0,54.0,24.0,68.0,2001-11-19
653,Hassan,Mahmoud,10.0,41.0,90.0,60.0,77.0,0.0,85.0,2005-01-31
174,Ahmed,Hegazy,20.0,1.0,0.0,13.0,70.0,39.0,50.0,2002-02-05
519,Omar,Said,91.0,15.0,56.0,9.0,23.0,29.0,97.0,2005-09-07
1024,Mona,Ali,44.0,90.0,67.0,78.0,9.0,51.0,84.0,2005-09-06
1106,Sara,Ali,94.0,44.0,82.0,87.0,79.0,79.0,82.0,2002-07-20
492,Youssef,Ibrahim,0.0,18.0,26.0,59.0,100.0,48.0,78.0,2003-09-06
74,Unknown,Hassan,93.0,98.0,52.0,43.0,81.0,0.0,69.0,2004-11-06
1054,Fatma,Hegazy,64.0,78.0,70.0,21.0,33.0,6.0,97.0,2004-10-02
588,Khaled,Ali,87.0,21.0,43.0,94.0,46.0,9.0,100.0,2002-06-05
658,Mona,Fathy,0.0,1.0,62.0,50.0,43.0,67.0,96.0,2005-04-13
235,Khaled,Said,64.0,84.0,56.0,76.0,92.0,71.0,63.0,2003-03-16
215,Hassan,Mahmoud,70.0,11.0,60.0,43.0,67.0,12.0,72.0,2001-08-18
163,Hassan,Hegazy,88.0,7.0,20.0,44.0,28.0,93.0,81.0,2005-02-25
133,Omar,Ali,56.0,0.0,76.0,27.0,100.0,51.0,83.0,2001-05-12
860,Hassan,Ali,0.0,11.0,6.0,16.0,27.0,32.0,93.0,2005-06-25
950,Omar,Mahmoud,71.0,86.0,80.0,6.0,72.0,54.0,95.0,2003-10-12
1034,Khaled,Hegazy,33.0,52.0,60.0,63.0,22.0,77.0,84.0,2001-08-18
186,Sara,Ibrahim,0.0,93.0,54.0,18.0,76.0,77.0,92.0,2001-10-26
42,Sara,Mostafa,0.0,12.0,32.0,1.0,0.0,80.0,97.0,2001-04-06
693,Khaled,Mostafa,39.0,51.0,84.0,90.0,48.0,85.0,67.0,2002-01-18
109,Mona,Tarek,50.0,27.0,21.0,0.0,17.0,79.0,83.0,2001-05-02
947,Omar,Mahmoud,80.0,97.0,11.0,29.0,69.0,46.0,60.0,2004-06-06
569,Youssef,Ali,21.0,83.0,78.0,34.0,85.0,20.0,79.0,2001-01-06
715,Youssef,Ibrahim,2.0,1.0,89.0,0.0,16.0,71.0,51.0,2002-08-26
1066,Khaled,Mostafa,30.0,18.0,59.0,25.0,11.0,12.0,54.0,2002-07-05
484,Hassan,Salem,41.0,6.0,0.0,87.0,36.0,23.0,89.0,2003-11-28
469,Omar,Hassan,18.0,25.0,82.0,64.0,80.0,81.0,0.0,2001-09-13
25,Hassan,Mostafa,25.0,23.0,68.0,80.0,40.0,90.0,90.0,2001-08-25
1150,Khaled,Mostafa,32.0,32.0,5.0,32.0,22.0,51.0,69.0,2003-06-18
1129,Fatma,Tarek,26.0,88.0,25.0,23.0,46.0,33.0,61.0,2005-03-30
920,Khaled,Salem,99.0,66.0,30.0,27.0,49.0,0.0,99.0,2002-12-23
1064,Nour,Hegazy,24.0,97.0,69.0,0.0,33.0,24.0,81.0,2001-03-29
367,Fatma,Salem,60.0,20.0,92.0,1.0,82.0,35.0,86.0,2002-12-15
936,Ahmed,Ali,91.0,13.0,0.0,79.0,39.0,8.0,89.0,2005-05-28
1107,Ahmed,Ibrahim,92.0,0.0,49.0,73.0,1.0,46.0,56.0,2005-05-21
384,Nour,Mostafa,2.0,54.0,81.0,62.0,70.0,97.0,56.0,2002-09-11
718,Ahmed,Hassan,26.0,0.0,45.0,54.0,43.0,53.0,68.0,2004-01-06
455,Fatma,Said,96.0,53.0,65.0,71.0,85.0,91.0,57.0,2005-02-03
265,Hassan,Ali,25.0,85.0,24.0,15.0,91.0,93.0,55.0,2001-12-13
842,Hassan,Salem,58.0,39.0,89.0,45.0,96.0,2.0,63.0,2001-10-30
233,Sara,Unknown,69.0,92.0,94.0,47.0,22.0,51.0,66.0,2004-08-30
445,Fatma,Ibrahim,13.0,37.0,85.0,89.0,10.0,5.0,72.0,2002-08-03
396,Ahmed,Ali,51.0,29.0,65.0,35.0,24.0,15.0,70.0,2002-02-07
885,Nour,Mahmoud,84.0,14.0,79.0,79.0,88.0,13.0,62.0,2003-08-26
177,Ahmed,Mostafa,32.0,29.0,51.0,0.0,0.0,1.0,96.0,2004-02-13
19,Mona,Mostafa,3.0,95.0,89.0,41.0,0.0,0.0,76.0,2003-01-14
1104,Nour,Mahmoud,78.0,53.0,26.0,0.0,22.0,98.0,67.0,2002-01-14
1159,Khaled,Mahmoud,20.0,89.0,91.0,89.0,54.0,7.0,90.0,2001-10-13
907,Hassan,Fathy,19.0,77.0,65.0,3.0,44.0,51.0,51.0,2001-05-01
757,Ahmed,Tarek,31.0,92.0,13.0,69.0,32.0,41.0,81.0,2002-09-21
596,Hassan,Tarek,5.0,59.0,27.0,5.0,5.0,84.0,97.0,2002-11-06
62,Mona,Tarek,21.0,84.0,17.0,93.0,91.0,4.0,93.0,2001-05-16
273,Fatma,Mostafa,13.0,57.0,54.0,83.0,69.0,37.0,62.0,2004-09-07
1183,Mona,Mostafa,98.0,58.0,9.0,2.0,74.0,45.0,55.0,2003-07-27
279,Mona,Said,62.0,57.0,0.0,62.0,27.0,6.0,0.0,2002-04-19
938,Ahmed,Ali,0.0,70.0,82.0,1.0,51.0,76.0,74.0,2005-10-03
695,Ahmed,Tarek,96.0,28.0,0.0,78.0,12.0,11.0,71.0,2004-03-17
369,Khaled,Mostafa,92.0,98.0,43.0,22.0,90.0,5.0,93.0,2002-03-25
736,Youssef,Hegazy,100.0,35.0,92.0,78.0,71.0,80.0,66.0,2004-03-28
912,Fatma,Said,16.0,88.0,38.0,99.0,10.0,80.0,56.0,2005-02-06
959,Laila,Hassan,60.0,82.0,32.0,49.0,96.0,0.0,65.0,2004-04-13
1141,Ahmed,Mostafa,55.0,81.0,15.0,96.0,58.0,97.0,87.0,2004-02-08
856,Ahmed,Salem,50.0,31.0,58.0,87.0,85.0,75.0,97.0,2001-01-18
548,Sara,Ibrahim,34.0,59.0,0.0,15.0,51.0,25.0,70.0,2001-03-20
1085,Fatma,Ibrahim,78.0,11.0,93.0,15.0,17.0,95.0,74.0,2004-03-24
689,Omar,Said,81.0,15.0,73.0,68.0,17.0,45.0,0.0,2004-08-11
739,Laila,Ibrahim,48.0,37.0,93.0,3.0,28.0,26.0,80.0,2004-07-03
1003,Laila,Mostafa,72.0,80.0,4.0,0.0,64.0,92.0,57.0,2003-03-25
457,Sara,Fathy,90.0,12.0,9.0,1.0,0.0,6.0,67.0,2001-11-02
394,Unknown,Fathy,84.0,59.0,27.0,32.0,97.0,12.0,83.0,2001-01-11
676,Omar,Ali,29.0,84.0,1.0,30.0,31.0,60.0,54.0,2004-05-21
1016,Hassan,Mahmoud,94.0,90.0,56.0,78.0,25.0,49.0,73.0,2003-08-24
729,Sara,Said,11.0,42.0,84.0,0.0,25.0,45.0,84.0,2002-06-27
420,Youssef,Said,98.0,0.0,73.0,48.0,0.0,90.0,88.0,2002-06-09
376,Fatma,Ali,10.0,88.0,17.0,50.0,100.0,0.0,66.0,2002-08-31
413,Khaled,Ali,90.0,84.0,11.0,63.0,37.0,82.0,73.0,2002-03-24
75,Fatma,Mostafa,54.0,47.0,17.0,7.0,6.0,17.0,58.0,2002-08-31
1179,Sara,Said,100.0,28.0,49.0,50.0,19.0,18.0,88.0,2004-12-11
963,Khaled,Mahmoud,21.0,31.0,8.0,77.0,0.0,27.0,90.0,2001-10-14
501,Hassan,Mahmoud,39.0,16.0,65.0,62.0,43.0,31.0,59.0,2005-05-02
991,Fatma,Mahmoud,66.0,28.0,88.0,2.0,0.0,68.0,64.0,2001-08-04
617,Nour,Mostafa,55.0,57.0,46.0,42.0,52.0,33.0,81.0,2002-08-25
115,Ahmed,Ibrahim,68.0,37.0,70.0,25.0,58.0,0.0,83.0,2002-03-24
418,Nour,Ali,33.0,88.0,17.0,98.0,81.0,27.0,93.0,2002-09-02
602,Mona,Salem,11.0,72.0,58.0,25.0,45.0,17.0,92.0,2004-06-14
605,Youssef,Unknown,26.0,82.0,52.0,50.0,0.0,97.0,63.0,2005-01-13
90,Omar,Fathy,0.0,76.0,75.0,97.0,15.0,98.0,56.0,2005-12-14
918,Khaled,Fathy,69.0,17.0,79.0,57.0,0.0,50.0,59.0,2001-11-04
754,Mona,Said,29.0,0.0,47.0,8.0,12.0,12.0,70.0,2004-04-01
499,Hassan,Said,60.0,23.0,76.0,43.0,71.0,89.0,53.0,2004-11-12
978,Fatma,Ali,34.0,90.0,48.0,5.0,0.0,6.0,79.0,2001-04-06
985,Laila,Salem,18.0,0.0,63.0,22.0,61.0,55.0,53.0,2003-05-13
983,Omar,Ali,46.0,43.0,2.0,94.0,67.0,11.0,79.0,2001-03-27
12,Fatma,Unknown,15.0,86.0,67.0,22.0,58.0,93.0,78.0,2003-08-11
397,Sara,Fathy,33.0,10.0,77.0,9.0,3.0,96.0,73.0,2005-09-04
1094,Sara,Fathy,81.0,0.0,4.0,0.0,0.0,2.0,57.0,2004-06-28
556,Laila,Ali,0.0,55.0,38.0,69.0,43.0,18.0,53.0,2005-09-10
43,Nour,Hegazy,2.0,88.0,70.0,36.0,76.0,64.0,99.0,2002-08-25
168,Laila,Tarek,44.0,38.0,0.0,74.0,80.0,38.0,81.0,2004-03-13
417,Nour,Tarek,15.0,51.0,11.0,88.0,22.0,26.0,62.0,2001-05-03
268,Laila,Mostafa,14.0,42.0,0.0,95.0,93.0,52.0,0.0,2003-08-20
899,Mona,Salem,46.0,57.0,51.0,29.0,19.0,30.0,0.0,2005-04-24
427,Mona,Said,19.0,62.0,40.0,68.0,65.0,54.0,86.0,2003-08-28
691,Ahmed,Mahmoud,18.0,73.0,89.0,16.0,76.0,78.0,82.0,2001-10-19
545,Hassan,Ali,60.0,68.0,40.0,89.0,60.0,24.0,69.0,2003-08-28
1180,Hassan,Said,47.0,15.0,88.0,15.0,96.0,52.0,83.0,2002-01-07
675,Ahmed,Tarek,86.0,35.0,8.0,82.0,74.0,38.0,71.0,2002-09-29
690,Sara,Hegazy,0.0,13.0,4.0,56.0,63.0,40.0,56.0,2005-03-28
160,Fatma,Ali,15.0,22.0,27.0,13.0,92.0,80.0,88.0,2002-06-15
986,Laila,Ibrahim,0.0,74.0,44.0,53.0,6.0,45.0,72.0,2004-11-08
258,Omar,Mahmoud,62.0,0.0,64.0,16.0,42.0,85.0,87.0,2001-11-07
944,Fatma,Fathy,71.0,40.0,28.0,80.0,60.0,94.0,85.0,2002-03-29
336,Omar,Ibrahim,93.0,86.0,78.0,2.0,61.0,100.0,64.0,2002-07-08
964,Youssef,Said,92.0,0.0,61.0,79.0,0.0,35.0,53.0,2001-09-14
16,Unknown,Said,82.0,10.0,24.0,13.0,46.0,7.0,80.0,2004-03-30
1005,Khaled,Fathy,35.0,28.0,30.0,82.0,29.0,71.0,71.0,2003-06-20
325,Sara,Said,26.0,43.0,82.0,4.0,55.0,0.0,69.0,2001-10-24
769,Fatma,Salem,56.0,34.0,91.0,46.0,63.0,58.0,76.0,2004-08-25
608,Fatma,Said,64.0,46.0,23.0,52.0,25.0,40.0,67.0,2002-10-12
1108,Youssef,Ibrahim,25.0,27.0,41.0,40.0,23.0,90.0,100.0,2002-09-21
890,Fatma,Mahmoud,100.0,23.0,50.0,88.0,86.0,20.0,80.0,2001-10-02
817,Fatma,Ali,3.0,74.0,87.0,18.0,58.0,90.0,81.0,2001-06-18
223,Hassan,Tarek,0.0,11.0,32.0,51.0,68.0,24.0,73.0,2005-05-03
180,Mona,Salem,0.0,92.0,6.0,41.0,20.0,38.0,58.0,2005-08-30
100,Fatma,Ali,68.0,76.0,34.0,77.0,93.0,54.0,72.0,2004-12-11
758,Khaled,Said,66.0,43.0,96.0,0.0,96.0,50.0,69.0,2005-09-25
522,Khaled,Salem,85.0,44.0,12.0,27.0,12.0,57.0,59.0,2005-04-10
762,Ahmed,Said,0.0,8.0,0.0,55.0,43.0,2.0,79.0,2001-03-02
23,Nour,Ali,23.0,9.0,8.0,0.0,7.0,86.0,80.0,2005-10-27
357,Nour,Tarek,24.0,24.0,61.0,100.0,59.0,82.0,72.0,2005-03-06
734,Hassan,Unknown,78.0,51.0,45.0,38.0,84.0,53.0,60.0,2004-09-01
1167,Mona,Fathy,46.0,34.0,21.0,89.0,73.0,20.0,53.0,2002-12-25
612,Fatma,Mostafa,39.0,27.0,57.0,77.0,46.0,0.0,60.0,2003-03-22
1071,Hassan,Hegazy,61.0,91.0,99.0,10.0,86.0,61.0,71.0,2004-07-13
341,Youssef,Ali,11.0,65.0,23.0,81.0,26.0,28.0,63.0,2004-05-14
432,Nour,Ali,66.0,80.0,57.0,8.0,30.0,76.0,70.0,2002-11-06
868,Mona,Mostafa,0.0,97.0,70.0,85.0,97.0,94.0,100.0,2004-03-19
218,Youssef,Hegazy,80.0,56.0,42.0,93.0,33.0,77.0,98.0,2004-06-10
204,Mona,Mostafa,87.0,8.0,29.0,95.0,34.0,55.0,83.0,2004-10-14
1009,Nour,Said,22.0,28.0,32.0,42.0,17.0,85.0,70.0,2001-03-03
94,Nour,Tarek,46.0,94.0,38.0,30.0,44.0,0.0,64.0,2002-04-04
887,Youssef,Ali,27.0,100.0,0.0,3.0,8.0,97.0,53.0,2004-10-26
69,Youssef,Mahmoud,63.0,43.0,35.0,47.0,7.0,53.0,65.0,2001-01-12
998,Fatma,Mostafa,36.0,66.0,51.0,89.0,80.0,35.0,59.0,2001-02-02
285,Unknown,Salem,96.0,81.0,41.0,0.0,99.0,35.0,70.0,2002-10-04
697,Khaled,Mahmoud,14.0,14.0,4.0,10.0,99.0,50.0,88.0,2005-08-31
86,Fatma,Ali,16.0,80.0,78.0,81.0,57.0,83.0,70.0,2005-12-01
435,Nour,Fathy,0.0,98.0,0.0,15.0,27.0,71.0,97.0,2002-09-17
925,Nour,Mahmoud,22.0,68.0,100.0,36.0,50.0,12.0,87.0,2002-03-29
154,Fatma,Tarek,34.0,76.0,57.0,54.0,50.0,22.0,89.0,2005-07-11
76,Nour,Ali,54.0,17.0,42.0,73.0,78.0,54.0,72.0,2005-09-26
1095,Mona,Hegazy,11.0,53.0,74.0,68.0,21.0,0.0,53.0,2003-05-22
790,Sara,Salem,17.0,38.0,0.0,25.0,83.0,78.0,51.0,2001-08-05
581,Unknown,Salem,3.0,0.0,93.0,84.0,0.0,28.0,89.0,2004-06-01
447,Omar,Ibrahim,75.0,77.0,50.0,43.0,14.0,76.0,53.0,2002-07-14
704,Mona,Salem,65.0,20.0,0.0,3.0,18.0,76.0,99.0,2003-10-18
189,Mona,Ibrahim,70.0,80.0,41.0,7.0,61.0,63.0,88.0,2002-01-03
272,Fatma,Salem,91.0,51.0,55.0,11.0,20.0,74.0,51.0,2005-09-04
237,Youssef,Hegazy,84.0,22.0,70.0,91.0,14.0,84.0,56.0,2004-02-29
488,Omar,Hegazy,83.0,62.0,67.0,14.0,78.0,22.0,89.0,2005-10-22
560,Laila,Ali,53.0,5.0,69.0,85.0,77.0,77.0,64.0,2002-01-31
118,Youssef,Mahmoud,36.0,61.0,48.0,0.0,89.0,77.0,53.0,2004-12-26
638,Khaled,Mostafa,48.0,75.0,3.0,0.0,49.0,27.0,81.0,2002-05-01
1132,Laila,Tarek,67.0,52.0,0.0,60.0,93.0,26.0,60.0,2005-12-26
802,Unknown,Fathy,33.0,80.0,75.0,48.0,0.0,39.0,54.0,2005-10-22
751,Khaled,Tarek,44.0,86.0,92.0,89.0,46.0,41.0,85.0,2001-10-14
513,Unknown,Hassan,58.0,78.0,87.0,53.0,75.0,49.0,53.0,2005-01-15
634,Sara,Ibrahim,0.0,80.0,92.0,60.0,92.0,99.0,93.0,2003-04-02
1142,Youssef,Hassan,75.0,40.0,76.0,68.0,89.0,22.0,81.0,2003-01-21
1068,Youssef,Salem,54.0,5.0,48.0,98.0,78.0,80.0,71.0,2001-02-17
127,Laila,Hegazy,89.0,75.0,54.0,12.0,23.0,39.0,80.0,2002-06-24
791,Nour,Said,91.0,30.0,53.0,76.0,49.0,38.0,57.0,2005-06-14
830,Khaled,Mostafa,100.0,1.0,79.0,75.0,12.0,16.0,64.0,2003-12-28
117,Nour,Hassan,63.0,71.0,0.0,21.0,93.0,53.0,86.0,2001-10-21
474,Khaled,Fathy,39.0,5.0,58.0,89.0,83.0,0.0,95.0,2002-01-13
741,Laila,Salem,24.0,78.0,9.0,0.0,17.0,18.0,70.0,2005-01-22
1063,Mona,Salem,56.0,37.0,52.0,42.0,70.0,69.0,90.0,2002-02-20
58,Mona,Unknown,18.0,39.0,9.0,93.0,78.0,79.0,70.0,2003-02-26
604,Omar,Ibrahim,89.0,73.0,91.0,91.0,43.0,71.0,51.0,2002-02-18
787,Unknown,Fathy,28.0,15.0,73.0,32.0,1.0,62.0,71.0,2001-06-22
831,Hassan,Hegazy,36.0,59.0,15.0,59.0,99.0,17.0,51.0,2005-09-05
120,Hassan,Salem,48.0,5.0,94.0,30.0,96.0,77.0,75.0,2003-10-24
657,Youssef,Hassan,0.0,3.0,64.0,36.0,0.0,4.0,59.0,2003-03-29
1006,Fatma,Mostafa,34.0,83.0,44.0,20.0,7.0,56.0,75.0,2002-04-24
670,Nour,Ali,68.0,12.0,1.0,82.0,86.0,58.0,75.0,2002-01-04
106,Khaled,Unknown,0.0,52.0,61.0,69.0,54.0,46.0,66.0,2005-04-20
636,Fatma,Ali,87.0,63.0,50.0,67.0,43.0,44.0,52.0,2004-08-12
370,Youssef,Hegazy,8.0,0.0,71.0,84.0,14.0,24.0,74.0,2004-08-29
269,Ahmed,Said,84.0,35.0,43.0,42.0,3.0,14.0,93.0,2005-09-15
656,Khaled,Fathy,44.0,76.0,81.0,40.0,0.0,3.0,52.0,2004-01-27
820,Omar,Tarek,45.0,42.0,44.0,49.0,15.0,0.0,89.0,2002-06-17
823,Khaled,Fathy,50.0,11.0,64.0,55.0,0.0,37.0,56.0,2002-02-12
942,Khaled,Hassan,47.0,43.0,3.0,76.0,78.0,97.0,74.0,2001-03-14
47,Sara,Unknown,57.0,39.0,50.0,53.0,7.0,94.0,52.0,2003-01-23
350,Sara,Hassan,33.0,61.0,84.0,4.0,17.0,26.0,62.0,2005-03-14
1172,Youssef,Fathy,83.0,49.0,98.0,41.0,61.0,28.0,75.0,2002-04-03
877,Mona,Fathy,50.0,23.0,59.0,31.0,63.0,62.0,90.0,2001-03-07
774,Fatma,Ibrahim,33.0,82.0,41.0,97.0,94.0,22.0,55.0,2003-01-09
196,Fatma,Said,57.0,0.0,59.0,16.0,72.0,0.0,64.0,2004-11-15
103,Youssef,Mostafa,49.0,62.0,38.0,16.0,46.0,26.0,83.0,2001-06-01
5,Youssef,Mostafa,80.0,0.0,0.0,76.0,5.0,33.0,59.0,2005-11-19
620,Hassan,Ali,60.0,24.0,37.0,18.0,57.0,81.0,71.0,2001-09-25
572,Nour,Fathy,37.0,66.0,36.0,63.0,46.0,5.0,77.0,2005-09-09
53,Laila,Tarek,81.0,38.0,4.0,75.0,77.0,34.0,75.0,2005-04-29
264,Omar,Hegazy,19.0,67.0,0.0,46.0,74.0,69.0,0.0,2005-06-03
1148,Sara,Mahmoud,89.0,90.0,37.0,33.0,4.0,23.0,60.0,2004-03-07
444,Laila,Mahmoud,45.0,16.0,85.0,78.0,42.0,30.0,87.0,2001-05-22
1049,Sara,Mahmoud,54.0,55.0,42.0,89.0,65.0,92.0,61.0,2005-01-07
783,Sara,Ali,64.0,0.0,72.0,59.0,20.0,54.0,86.0,2005-10-05
838,Youssef,Hassan,17.0,95.0,97.0,67.0,39.0,83.0,99.0,2003-07-07
945,Omar,Tarek,44.0,53.0,6.0,87.0,0.0,77.0,74.0,2005-10-23
692,Mona,Fathy,27.0,70.0,60.0,70.0,29.0,24.0,55.0,2004-06-24
305,Omar,Mahmoud,35.0,33.0,35.0,28.0,44.0,42.0,75.0,2002-07-31
342,Hassan,Hegazy,10.0,29.0,59.0,66.0,28.0,1.0,77.0,2005-11-25
968,Sara,Hegazy,53.0,4.0,24.0,30.0,98.0,34.0,88.0,2001-03-22
314,Nour,Said,81.0,66.0,87.0,65.0,52.0,84.0,89.0,2003-10-23
150,Hassan,Ali,29.0,35.0,67.0,27.0,32.0,53.0,50.0,2002-05-04
125,Ahmed,Hassan,99.0,2.0,42.0,22.0,0.0,80.0,67.0,2004-08-30
1117,Fatma,Ibrahim,7.0,13.0,96.0,82.0,46.0,99.0,73.0,2002-10-31
575,Hassan,Mahmoud,50.0,16.0,0.0,0.0,29.0,2.0,52.0,2001-12-30
698,Khaled,Mostafa,40.0,99.0,14.0,0.0,93.0,38.0,100.0,2001-01-06
665,Youssef,Hegazy,60.0,6.0,42.0,89.0,92.0,28.0,95.0,2004-08-06
51,Omar,Ali,33.0,78.0,37.0,85.0,87.0,45.0,51.0,2001-05-24
1011,Nour,Salem,33.0,32.0,29.0,66.0,47.0,21.0,92.0,2001-12-15
727,Fatma,Tarek,0.0,33.0,71.0,70.0,93.0,49.0,100.0,2001-04-23
800,Hassan,Hassan,68.0,11.0,86.0,47.0,49.0,25.0,52.0,2004-06-18
834,Mona,Mahmoud,34.0,83.0,53.0,2.0,62.0,59.0,67.0,2003-10-03
354,Hassan,Mahmoud,58.0,0.0,46.0,92.0,95.0,59.0,76.0,2005-07-15
143,Hassan,Said,83.0,44.0,85.0,71.0,92.0,22.0,67.0,2005-06-20
471,Youssef,Fathy,77.0,4.0,23.0,62.0,66.0,43.0,94.0,2005-05-10
883,Sara,Fathy,18.0,65.0,54.0,84.0,52.0,65.0,71.0,2001-01-09
654,Omar,Fathy,76.0,75.0,35.0,2.0,77.0,58.0,66.0,2003-06-06
400,Fatma,Fathy,46.0,38.0,22.0,74.0,15.0,10.0,74.0,2002-10-31
1001,Ahmed,Salem,4.0,52.0,43.0,44.0,11.0,64.0,51.0,2005-08-08
1020,Khaled,Mostafa,2.0,72.0,1.0,52.0,99.0,38.0,97.0,2005-07-06
321,Mona,Salem,6.0,14.0,68.0,72.0,88.0,6.0,64.0,2002-06-22
